31.48279468,74.3364901
31.49142825,74.33297585
31.49285051,74.32767871
31.49098419,74.31858066
31.48571438,74.31643489
31.47878728,74.31916755
31.47578404,74.32508764
31.47874376,74.32942563
31.49797965,74.32886424
31.48209509,74.31360471
31.48845921,74.30835503
31.48417137,74.30810609
31.47666631,74.31237862
31.47234189,74.31378873
31.47073138,74.32426007
31.47387917,74.33434518
31.47116235,74.33493046
31.46420841,74.3036314
31.46075166,74.30144515
31.45815901,74.30053866
31.46493613,74.29963217
31.46329875,74.29568626
31.45904171,74.29623656
31.45425281,74.29189712
31.45146593,74.29215208
31.45619639,74.28170725
31.45751657,74.28471147
31.4729847,74.29102333
31.47175901,74.28676767
31.46103358,74.28010896
31.47035163,74.28123175
31.47752073,74.27828821
31.47550205,74.27282598
31.4723963,74.27488949
31.4736645,74.2695183
31.47182691,74.26539128
31.46913516,74.26618027
31.47128339,74.26126426
31.47105604,74.25217184
31.46871344,74.25629171
31.46670303,74.25542552
31.46715871,74.26979413
31.46833401,74.27594388
31.46252266,74.27637768
31.46413397,74.27061147
31.46130204,74.26981754
31.45619739,74.27418073
31.45186704,74.27496626
31.44873231,74.27297589
31.45304431,74.27949825
31.45074034,74.27843615
31.45009315,74.28137969
31.4440611,74.28010516
31.44683123,74.27728301
31.44483778,74.27528019
31.44315496,74.27297392
31.44119551,74.27950172
31.43933115,74.27534386
31.4406592,74.27169485
31.43412763,74.27156726
31.43721929,74.26722926
31.43162374,74.2674334
31.43486789,74.26373335
31.42946816,74.26340162
31.43081812,74.26077331
31.43218984,74.2591657
31.43282126,74.25755809
31.43097054,74.25610358
31.42790044,74.26804583
31.42746496,74.26189608
31.42772625,74.25822154
31.42864076,74.2543939
31.42496089,74.26824997
31.42437297,74.26345266
31.42506976,74.25949743
31.42151327,74.26834388
31.42102125,74.26269957
31.42115073,74.25969534
31.43443858,74.25386922
31.43798647,74.25869483
31.43969467,74.25592267
31.44255679,74.25377071
31.44229451,74.24987739
31.43940332,74.25080551
31.43809581,74.24724411
31.43693561,74.25119402
31.43273667,74.24385539
31.43598464,74.24337994
31.41270868,74.25933709
31.41696362,74.26039456
31.41318259,74.25335435
31.40920968,74.26515915
31.40598757,74.2619727
31.40415477,74.25954823
31.40829331,74.25729693
31.4092688,74.25352168
31.40521898,74.25310606
31.40847067,74.25137429
31.40456863,74.25082013
31.40179755,74.25255305
31.40147237,74.25906449
31.39827956,74.25636294
31.39671268,74.26380953
31.39384492,74.26280511
31.39461361,74.25861423
31.3978361,74.25210279
31.39845694,74.24981686
31.39467274,74.24978223
31.39511781,74.25256989
31.39350426,74.25377995
31.4259079,74.25612431
31.42609424,74.25334927
31.42527888,74.25165836
31.42499575,74.24770687
31.41595705,74.25393953
31.41616439,74.25643529
31.41820126,74.25720772
31.41876745,74.25386491
31.42068373,74.25685047
31.42155476,74.25521735
31.42090149,74.25309938
31.4198998,74.25126212
31.42667254,74.22428272
31.41931706,74.22397065
31.41857795,74.21408272
31.42173699,74.20366373
31.40262464,74.20599743
31.4168965,74.20756904
31.41584489,74.19491732
31.41199851,74.19889479
31.40909464,74.20969793
31.40828173,74.21487545
31.40553454,74.22017262
31.4071175,74.1982216
31.38982297,74.24773917
31.3909203,74.2522599
31.38654584,74.25269295
31.39017016,74.25783002
31.38694629,74.25628507
31.38650891,74.27151942
31.3866395,74.2744356
31.38532603,74.27436176
31.38142554,74.27720043
31.38375766,74.27661062
31.38623805,74.27713093
31.38544378,74.2692755
31.38536003,74.26673968
31.38710023,74.26223357
31.3572721,74.24562489
31.36311177,74.24873804
31.36839907,74.25025279
31.36245202,74.25454718
31.36759794,74.25548546
31.36713574,74.2605016
31.35389919,74.26301223
31.35921305,74.26258308
31.34665287,74.25525114
31.35157794,74.24583514
31.34263805,74.26335892
